53.2122,5.8,76.0137,53.2122,5.8,76.0137,472561
53.2122,5.80002,64.6275,53.2122,5.80002,64.6275,472561
53.2123,5.80004,53.7455,53.2123,5.80004,53.7455,472561
53.2124,5.80004,43.5511,53.2124,5.80004,43.5511,472561
53.2125,5.80008,36.1147,53.2125,5.80008,36.1147,472561
53.2124,5.80007,48.9064,53.2124,5.80007,48.9064,472562
53.2123,5.80003,57.2521,53.2123,5.80003,57.2521,472562
53.2124,5.80006,53.5989,53.2124,5.80006,53.5989,472593
53.2123,5.80007,58.78,53.2123,5.80007,58.78,472593
53.2122,5.79995,73.2725,53.2122,5.79995,73.2725,472593
53.2123,5.79999,68.8075,53.2123,5.79999,68.8075,472594
53.2124,5.79999,50.737,53.2124,5.79999,50.737,472594
53.2123,5.79994,61.9938,53.2123,5.79994,61.9938,472594
53.2123,5.79996,57.8354,53.2123,5.79996,57.8354,472594
53.2124,5.79997,41.0526,53.2124,5.79997,41.0526,472594
53.2124,5.7999,43.9277,53.2124,5.7999,43.9277,472595
53.2124,5.79993,47.5608,53.2124,5.79993,47.5608,472595
53.2124,5.79995,47.2823,53.2124,5.79995,47.2823,472595
53.2123,5.79994,51.4548,53.2123,5.79994,51.4548,472595
53.2123,5.79994,61.304,53.2123,5.79994,61.304,472595
53.2122,5.79994,70.943,53.2122,5.79994,70.943,472596
53.2122,5.79994,78.8772,53.2122,5.79994,78.8772,472596
53.2122,5.80001,72.4095,53.2122,5.80001,72.4095,472596
53.2122,5.79998,73.7975,53.2122,5.79998,73.7975,472596
53.2123,5.79996,61.7227,53.2123,5.79996,61.7227,472596
53.2122,5.79994,73.5986,53.2122,5.79994,73.5986,472597
53.2121,5.79996,75.8361,53.2121,5.79996,75.8361,472597
53.2121,5.79994,84.8271,53.2121,5.79994,84.8271,472597
53.2121,5.79995,82.6144,53.2121,5.79995,82.6144,472597
53.2124,5.80004,50.2074,53.2124,5.80004,50.2074,472597
53.2124,5.80002,51.254,53.2124,5.80002,51.254,472598
53.2124,5.80007,48.6729,53.2124,5.80007,48.6729,472598
53.2123,5.80007,55.0843,53.2123,5.80007,55.0843,472598
53.2121,5.79996,79.8854,53.2121,5.79996,79.8854,472598
53.2121,5.79997,85.5038,53.2121,5.79997,85.5038,472598
53.2121,5.79995,85.5552,53.2121,5.79995,85.5552,472599
53.2123,5.80002,63.8846,53.2123,5.80002,63.8846,472599
53.2122,5.8,65.5918,53.2122,5.8,65.5918,472599
53.2122,5.80001,67.4895,53.2122,5.80001,67.4895,472599
53.2122,5.80002,72.9204,53.2122,5.80002,72.9204,472599
53.2122,5.79996,72.0919,53.2122,5.79996,72.0919,472600
53.2122,5.79991,71.9095,53.2122,5.79991,71.9095,472600
53.2122,5.79996,70.4713,53.2122,5.79996,70.4713,472600
53.2123,5.79997,59.6337,53.2123,5.79997,59.6337,472600
53.2123,5.79995,62.2751,53.2123,5.79995,62.2751,472600
53.2123,5.79993,60.1829,53.2123,5.79993,60.1829,472601
53.2122,5.79995,73.3031,53.2122,5.79995,73.3031,472601
53.2121,5.79993,84.6251,53.2121,5.79993,84.6251,472601
53.2121,5.8,84.742,53.2121,5.8,84.742,472601
53.2122,5.80004,74.0071,53.2122,5.80004,74.0071,472601
53.2123,5.80003,61.198,53.2123,5.80003,61.198,472602
53.2124,5.80003,48.6843,53.2124,5.80003,48.6843,472602
53.2122,5.79999,69.7797,53.2122,5.79999,69.7797,472602
53.2122,5.8,67.6291,53.2122,5.8,67.6291,472602
53.2122,5.80001,79.6891,53.2122,5.80001,79.6891,472602
53.2122,5.80001,78.2626,53.2122,5.80001,78.2626,472603
53.2122,5.80006,71.4793,53.2122,5.80006,71.4793,472603
53.2122,5.80003,68.993,53.2122,5.80003,68.993,472603
53.2122,5.80002,72.5677,53.2122,5.80002,72.5677,472603
53.2123,5.80004,59.7155,53.2123,5.80004,59.7155,472603
53.2124,5.80002,48.3175,53.2124,5.80002,48.3175,472604
53.2123,5.80004,50.1738,53.2123,5.80004,50.1738,472604
53.2123,5.80002,51.4623,53.2123,5.80002,51.4623,472604
53.2123,5.80006,54.3875,53.2123,5.80006,54.3875,472604
53.2121,5.79998,82.5338,53.2121,5.79998,82.6032,472604
53.2122,5.80002,80.0574,53.2122,5.80002,80.2123,472605
53.2122,5.80006,71.7971,53.2122,5.80006,71.8654,472605
53.2122,5.80005,76.626,53.2123,5.7988,127.952,472605
53.2122,5.80002,70.1364,53.2123,5.79878,121.333,472605
53.2124,5.80004,49.8907,53.2125,5.79879,101.084,472605
53.2123,5.8,52.1487,53.2124,5.79876,103.306,472606
53.2123,5.8,54.2677,53.2124,5.79875,105.337,472606
53.2123,5.8,63.3472,53.2124,5.79875,114.553,472606
53.2123,5.80001,56.0234,53.2124,5.79876,107.313,472606
53.2123,5.79996,66.0833,53.2124,5.79872,117.261,472606
53.2123,5.8,61.1781,53.2124,5.79876,112.488,472607
53.2123,5.79997,54.2028,53.2124,5.79873,105.365,472607
53.2123,5.79997,60.1478,53.2124,5.79872,111.288,472607
53.2123,5.79998,52.7395,53.2124,5.79873,104.019,472607
53.2122,5.79998,67.3659,53.2123,5.79873,118.826,472607
53.2122,5.79994,76.5327,53.2123,5.79869,127.818,472608
53.2121,5.79994,78.8593,53.2122,5.7987,130.167,472608
53.2121,5.79997,87.603,53.2122,5.79873,138.792,472608
53.2121,5.80004,85.7094,53.2122,5.79879,136.612,472608
53.2121,5.80003,80.4197,53.2122,5.79879,131.49,472608
53.2122,5.80001,68.8581,53.2123,5.79877,119.989,472609
53.2122,5.80003,74.4997,53.2123,5.79879,125.58,472609
53.2122,5.80001,74.4426,53.2123,5.79876,125.566,472609
53.2123,5.80009,54.8568,53.2124,5.79885,105.892,472609
53.2123,5.8,62.5925,53.2131,5.79911,13.3191,472609
53.2123,5.8,57.3958,53.2131,5.79907,16.0041,472610
53.2123,5.80003,62.2027,53.2131,5.79912,15.4566,472610
53.2123,5.80002,52.664,53.2131,5.79907,14.8654,472610
53.2123,5.79999,52.0416,53.2131,5.79908,6.83837,472610
53.2123,5.79997,53.4602,53.2131,5.79905,8.13076,472610
53.2123,5.80005,60.7831,53.2131,5.79916,11.4059,472611
53.2123,5.80005,58.0961,53.2131,5.79912,15.2172,472611
53.2123,5.80003,58.6218,53.213,5.79911,15.1865,472611
53.2123,5.80006,58.363,53.213,5.79915,13.9244,472611
53.2123,5.80006,57.2943,53.213,5.79914,13.296,472611
53.2123,5.80005,56.0258,53.2131,5.79913,13.747,472612
53.2123,5.80005,59.5299,53.2131,5.79914,13.4404,472612
53.2123,5.80005,62.7923,53.2131,5.79914,16.4154,472612
53.2122,5.80007,71.1664,53.213,5.79918,21.4889,472612
53.2122,5.80009,77.9685,53.213,5.7992,28.9019,472612
53.2122,5.80005,68.5097,53.213,5.7991,30.7259,472613
53.2122,5.80007,70.5019,53.213,5.79916,25.9869,472613
53.2123,5.80008,66.0589,53.213,5.79915,24.6737,472613
53.2122,5.80007,69.5387,53.213,5.79917,21.9099,472613
53.2122,5.80002,63.5407,53.213,5.79908,23.4325,472613
53.2122,5.80002,67.7416,53.213,5.79911,21.0702,472614
53.2122,5.80004,71.6265,53.213,5.79914,25.3289,472614
53.2122,5.80003,77.0478,53.213,5.79913,28.5531,472614
53.2122,5.80006,76.5933,53.213,5.79914,33.4321,472614
53.2123,5.80005,71.7503,53.2128,5.79918,-17.5865,472614
53.2122,5.80004,63.1857,53.2128,5.79917,-26.1051,472615
53.2123,5.80003,54.4818,53.2128,5.79916,-34.8313,472615
53.2123,5.80007,47.7127,53.2128,5.7992,-41.5685,472615
53.2123,5.80009,57.7205,53.2128,5.79921,-31.5848,472615
53.2122,5.80008,63.9516,53.2128,5.7992,-25.3319,472615
53.2122,5.8001,55.3919,53.2127,5.79923,-33.9219,472616
53.2121,5.80009,71.6112,53.2127,5.79921,-17.603,472616
53.2121,5.80008,85.0055,53.2127,5.79921,-4.27652,472616
53.2122,5.80004,78.7001,53.2127,5.79916,-10.5196,472616
53.2122,5.80005,77.9777,53.2128,5.79918,-11.2476,472616
53.2122,5.80002,73.8592,53.2128,5.79915,-15.3731,472617
53.2122,5.80004,69.1431,53.2128,5.79917,-20.0369,472617
53.2122,5.80008,70.2164,53.2128,5.79921,-19.0023,472617
53.2123,5.80008,71.1351,53.2128,5.79921,-18.0859,472617
53.2122,5.80012,69.5504,53.2128,5.79924,-19.6796,472617
53.2122,5.80009,72.1259,53.2128,5.79922,-17.0597,472618
53.2123,5.80005,74.7583,53.2129,5.79918,-14.4127,472618
53.2123,5.80004,67.2622,53.2129,5.79917,-21.8568,472618
53.2123,5.80003,68.5519,53.2128,5.79916,-20.6292,472618
53.2123,5.80004,76.3544,53.2128,5.79917,-12.7314,472618
53.2123,5.80002,65.2128,53.2128,5.79915,-23.9393,472619
53.2123,5.80003,58.5356,53.2128,5.79916,-30.5681,472619
53.2123,5.79999,57.2951,53.2129,5.79911,-31.8175,472619
53.2123,5.79997,50.9788,53.2129,5.79909,-38.0293,472619
53.2123,5.80004,44.0019,53.2128,5.79916,-45.0914,472619
53.2123,5.80001,43.7977,53.2129,5.79914,-45.3093,472620
53.2123,5.79999,49.8821,53.2129,5.79911,-39.1052,472620
53.2123,5.79999,39.0053,53.2129,5.79911,-50.0076,472620
53.2123,5.79998,47.2029,53.2129,5.7991,-41.8124,472620
53.2122,5.80002,48.4182,53.2128,5.79914,-40.5504,472620
53.2122,5.8,47.4309,53.2128,5.79912,-41.593,472621
53.2123,5.79994,41.9892,53.2129,5.79906,-47.014,472621
53.2123,5.79994,53.5205,53.2129,5.79907,-35.4963,472621
53.2123,5.79998,49.3449,53.2129,5.7991,-39.6617,472621
53.2122,5.8001,48.743,53.2124,5.79974,123.816,472621
53.2122,5.8001,53.2327,53.2124,5.79987,114.873,472622
53.2121,5.80007,55.8604,53.2125,5.79956,77.3171,472622
53.2122,5.80009,52.3498,53.2125,5.79953,79.2953,472622
53.2122,5.80007,56.7366,53.2125,5.79954,76.7544,472622
53.2122,5.80004,59.0884,53.2125,5.79952,83.1762,472622
53.2121,5.80003,57.8256,53.2125,5.79947,80.0189,472623
53.2121,5.80003,58.3115,53.2125,5.79946,76.5965,472623
53.2122,5.80006,55.707,53.2125,5.79946,76.7323,472623
53.2122,5.80008,54.1922,53.2126,5.79949,71.4658,472623
53.2121,5.80007,53.6816,53.2125,5.7995,71.3299,472623
53.2122,5.80007,57.1611,53.2124,5.79982,118.645,472624
53.2122,5.80005,58.1775,53.2124,5.79981,119.388,472624
53.2121,5.80007,58.0443,53.2123,5.79981,119.731,472624
53.2121,5.80006,55.3888,53.2123,5.7998,119.665,472624
53.2122,5.80005,39.8902,53.213,5.79907,7.44239,472624
53.2122,5.79998,44.0838,53.213,5.79908,-2.92897,472625
53.2123,5.79995,40.9722,53.213,5.79902,-0.235794,472625
53.2123,5.79993,37.2412,53.2131,5.799,-4.4805,472625
53.2123,5.79996,43.8275,53.2131,5.79906,-3.81638,472625
53.2123,5.79996,41.9752,53.213,5.79903,0.137983,472625
53.2123,5.79997,39.9139,53.213,5.79905,-1.6281,472626
